14822	18700.00
31286	14000.00
42533	7300.00
45312	6700.00
46863	10700.00
57000	6100.00
60000	7700.00
71010	5800.00
84000	8000.00
85697	3000.00
97000	4000.00
118000	1500.00
118895	4100.00
142278	1200.00
178000	6000.00
199312	900.00
